text,hate_label,source,profanity_score,language,dataset_version,combined_date,text_length,word_count
magar ye media walay to jaan boojh ker paise ke liye sab karrahe hain.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,70,14
Karachi k baad Lahore mei bhi Rangers operation hona chahyay.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,61,10
Logic: Taa k lahore b political terrorism sy nijat paaye.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,57,10
"@alee5386 I hate you so much aaaleee , tum chor kar mujhe so kaise Gaye??!??",1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,76,15
haan ! Congress ke rajya mein hota hi kya tha ..sirf ghotale scam rape mehangayi ..,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,83,16
@BeingSalmanKhan Mujhe bilkul bhi pasand nahi k sm fans of urs uss stupid ko Bhabhi kahen khoon jalta hai mera .,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,112,21
Jab rape ho rahe hote hai tab nhi aate yai nautanki karne.. Tilak lagake.. Mera bharat mahan  .. http://fb.me/1XkyGSXGE ,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,120,19
mujhe bhi..I hate it..,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,22,4
ye q Rohan k sath hai I hate yr ajeb c hai,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,42,12
Bejoy bose ka murder thodi na kiya tha,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,38,8
... Tum log bhi acha kro ... yahan Terrorism krwane jin RAW walon ko bhjte ho tum log woh pakre jate hain,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,105,22
"Kabhi nafrat to kabhi dilo ka mail hai,",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,39,8
Be dosti hi yaha “NOT FOR SALE” hai. pic.twitter.com/kcgcEOSw6b,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,63,9
"In Hindi there is song 4 Pak establishment, ""Tayyab Ali Pyaar ka Dushman hai hai hai.... Pak love to hate.",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,106,20
juth muje bhi pasnd nai.. I Hate It.. jo bat samne bolna hai bolo acha lagta h,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,78,17
Aur Trust Kabhi na kabhi aiSe waise tut jata h,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,46,10
Isi wale muhammad aur allah ki ayesha ka rape kr rhe ...ayesha bachao bacho kr rhi,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,82,16
"1 @Mufti_Yasir AAP IS BHAGODE @TarekFatah ko MUAAF KARDEN, ISME MARDON KA KHOON NAHI HAI. JO DEBATE KARE.",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,105,18
JO DEBATE KARE.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,15,3
MR.MUKESH AMBANEE MADARCHAOD TERRE BETEE NISHA USHKEE GAAND KISEE AUR SE MARAYEE AIR BAOLEE MAI RAPE,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,100,16
TEREE POLICE KI MSS CHAODOON,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,28,5
# Hakumat Khud Dahshatgard hai Agents ko Pala hua hai Lootmaar Crime Murder se Maal Banarahe hain,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,97,17
One Faadu Question...,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,21,3
Ye Nafrat bhara programme band karo Ye Islam ko badnam karne ki kodhish hay,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,75,14
Bewakoof banakar khaayi me fek dete hai ...Use gaali dete hai ...use judge karte hai ..use hate karte hai toh woh bacha bohat sadme me din,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,138,26
waise hi ho ga jaisa har rapist aap ki party se hota hai aur aap phir bhi rape party ko support karti hai.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,106,23
pehle se pata tha but aaj confirm ho gaya apna kuch nhi jaata but still i hate them,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,83,18
Kya bat karte ho sir?,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,21,5
tum aaj ptaa chaala hai main smart hu?,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,38,8
"I don't hate , let them love apna kya jaata hai?",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,48,11
INKE PAS LICENSE HAI KHOON KHARABA KARNE KA,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,43,8
I love you kahne par bhi or i hate you kahne par bhi bura maan jate haiv,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,72,17
Es army ka Maine bohat sath diya lekin Lahore attack k baad mujhe Es khusri army se nafrat ho gayi hai. Enkay pas atom nhi@OfficialDGISPR,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,137,25
kabhi kabhi logon ki nafrat hi insan ki strength ka reason hota ha,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,66,13
Bhagwa atankiyon ne bhi rape kiye hain...,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,41,7
I hate cigeratte lekin kbhi kbhar dil chahta hai k pe he lu.,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,60,13
"Zee news pe Fatah ka Fatwa ban hona chahiye, ye yahan Hindu aur Musalamanon men Nafrat faila Raha hai.",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,102,19
frustration & hatred bhai bhai,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,30,5
"@Rasheed14741988 Aur to baar baar Indian agency par lapet raha hai, Islamic terrorism koi Indian ka phenomena to nahi",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,117,19
aby randi ke bachy Rape ke kaam india main hote hain ... rapistan india ko bolte hain,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,85,17
"Sir hukmaranon ko to kya kehna, Army ko bhee ab recharge k liey khoon chahiye ZIADA, AUR ZIADA",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,94,18
16  Dec 2014 (Nirbhaya Rape Case) ke Baad se Aaj se Delhi Mahilaao ke liye kitni Surakshit Hui hai ?,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,100,20
ye dekho Prashant ko terror ka religion para chal Gaya. Sharam Karo.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,68,12
"1@Mufti_Yasir AAP IS BHAGODE @TarekFatah ko MUAAF KARDEN, ISME MARDON KA KHOON NAHI HAI. JO DEBATE KARE.",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,104,17
Dil to chahta ha Hitler ki tarha tamam HODs ko sammandar main lajakar kashti bumb maar da army,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,94,18
Aaj ek question Z News pr pucha Gaya... 16 Dec 2014 (Nirbhaya Rape Case) ke Baad se Aaj se Delhi Mahilaao ke liye kitni Surakshit Hui hai ?,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,139,28
aap hi ja k supreme court k judges ka kaam kar leejiye na. kabhi to bhai samjhdaari ki baat kr liya kro sir ji!!,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,112,24
"Aaj he DNA me dikhaa raha tha ke aap ne dilli ke Gaand maar Rakhi hai, daily rape ho rahe hai.",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,94,21
1.Agar terrorism ka end chty hain to apny ass pas k garebon ka khyal rakha krain kyon k go b khud ko bomb se urata hai woh gareb hi hota hai,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,140,31
Abe ganje @ShekharGupta tu batting karta rah @yadavakhilesh ka because of hate @narendramodi 11th march. @tavleen_singhhttps://twitter.com/shekhargupta/status/831343862664695809 …,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,179,17
mohabbat ky pardy mai karty ho nafrat.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,38,7
BACCHE KABHI KABHI RAPE KARLETE HAI BECHARE  https://plus.google.com/111437510627639906525/posts/NDq4qdYmJiR?_utm_source=199-1-1 …,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,130,9
I hate girls bolne Vale londe vohi hote hai Jo sale YouTube par jaakr how to impress girls jaisi bakchod videos dekhte hai.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,123,23
"ha ha education? salo tumne education ke naam par orto ko nanga kar rakha he, or rape badhte ja rahe, sirf or sirf isliye",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,121,24
"ek gang ke crime se terrorism prove nahi hota, agar hota to UN ne ban lagaya hota.",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,82,17
"waise to shia sunni apas me ladate rahate hain iraq iran me, lekin wah terrorism nahi kaha gaya.",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,96,18
"aur us ek gang ke upar bhee ilzam hai, ilzam politically motivated ho saka hai.islamic terrorism worldwide hai",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,110,18
akhilesh se rape ka sawal pochne pe apko bahut bura lag raha hai jaise UP crime free hai aur log yu hi sawal kar rahe hain,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,122,26
"Islamic terrorism puri duia me ek bada problem hai, aur sab jagah muslims utpat macha rahe hain",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,95,17
"lekin ek gang aur kuch logon ke hone se koi hindu terrorism prove nahi hota,",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,76,15
"Choti si pradesh gujurat me satadhari party ke sevak lok jab aurato ko rape karte he, black mail kar rahe he to kanun bebadta thika he https://twitter.com/AjayKushwaha_/status/831482730428919810 …",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,196,28
reject karna tha to seedha bol deti.. Murder karwane ki kya jarurat thi  @_GlossyLipss,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,86,14
Islamic terrorism ek worldwide phenomena hai aur labbhag har desh ke muslims isame shamil hain,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,94,15
Rakesh ji apne aakaon ko samjhao WO apne knowledge ko desh ki unity & progress ke liye use Karen kab take minority se nafrat karoge,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,131,25
"ek kisi gang ke hone se terrorism ka hona sidh nahi hota, unlogon ka koi terrorist network nahi.",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,96,18
@15lakh100days Abe dhakan Islam sirf 1400 saal purana hai/tum Sab ko rape karke/marke conversion karke mulla banaya @SandipRnc https://twitter.com/15lakh100days/status/831525420562579456 …,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,188,20
Aur islamic terrorism worldwide phenomena hai tu ATS ke peeche laga hai jaise ATS hee sab kuch hai?,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,99,18
terrorism ka koi dharm nehi hota aur tere hai sasti rand k bachcho ka koi name nehi hota..,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,90,18
"tuk to gaya na, jo ruk gaya to woh terrorism kaise hua/ aur jo ruk gaya usako tu ghont kyon raha hai.",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,101,22
Baleegh ur Rehman ka rape chal raha hai Hamir Mir k show mai.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,61,13
"11 logon se terrorism nahi hoti, you dumb, haan ek gang ban skata hai,",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,70,14
to karekarey sahab ka naam kyoun na lun jis ne hindu terrorism ka parda faash kiya,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,82,16
"haan hum to bhakt hai terrorist thode hain tumhari taraha, terrorism to tumhari khoon me hai.",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,93,16
"Islamic terrorism ka to roj pardafash hota hai to rukana chahiye tha,",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,69,12
mere jism ka khoon ka akhiro qatra quraban ho rasool pe aur tumhara pura body ganga nadi pe hahaha,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,98,19
UP ke Law n Order Ki To le ke rakhi hai,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,39,11
Gundagardi murder rape... http://fb.me/2X1unmAUp ,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,49,4
aaye din terrorists attack ho rahe hain wahan se Islamic terrorism ka pata hota hai mere kahane se nahi.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,104,19
hadd toh tab hogayi jab uski frnd ne bola ki annika ka murder kyu nahi hojata hadi wadi bolte the usse,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,102,21
Tumhare certificate ki zaroorat nahi,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,36,5
Muje seasat se bhot nafrat hai phans gaya account bana k jab open karun account hazer imran nawaz humza sub ki he post aa jati hai,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,130,26
kyonkti tu woh bola raha hai jo hai nahi. Muslims terrorism worldwide hai aur tu thop raha hai dusaron par,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,106,20
mujhe v Mann karta hai murder kar du,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,36,8
Islamic terrorism puri dunia me hai aur hazaron lakhon Mulsims isame involved hain kewal kuch group nahi,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,104,17
"ek do ghatna se terrorism ka hona proof nahi hota, terrorism ek continuous phenomenoa hai aur organized",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,103,17
"aaj ke din me islamic terrorism ke alava koi aur terrorism nahi hai, agar hai to tu bata sakta hai kidhara hai?",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,111,22
MADARSON KO TERRORISM SE JORHNE WALA KHUD TERRORIST HAI.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,56,9
Tamam indians chaahte hen k.hum piyaar muhabbat se rahen.. or tum nafrat ke beej bo rahe ho... shame on u @TarekFatah,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,117,21
Woh suna hai tumhare faujion ko unke senior rape karte hain?,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,60,11
Niazi HaramKhor Pakistan ko Terrorism mai dhkail raha hai,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,57,9
"#BanFatahkFatwa, is dor ka sab se begerat chainal zee news hai jis ne tarikh fatha ko bula kr nafrat phela rha hai#BanFatahKaFatwa",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,130,22
Is @TarekFatah ko hamare sanvidhan aur desh ki fikr hoti to aaj ye ZeeNews pe beth ke nafrat ka bazaar na faila raha hota #BanFatahKaFatwa,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,138,25
Wait karte raho sir ek din Hate Story bhi aayegi,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,48,10
Hamare yaha Red balloons bechne walay jail pohanch jatay hain lekn khoon bahanay walay sarko par ghoomtay hain.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,111,18
Ye love hai to kya hum hate hain :(,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,35,9
Bc terrorism ko kis se compare kr rha h :/,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,42,10
Kiu kuch log chehre pr dohra chehra lekr ghumte h jese h wese kiu nhi dikhte sabke samne kuch or alag m kuch not i just hate them,1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,129,28
Tumere Did may hate laggakor deko Garv zoorur milaga,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,52,9
Tweetr pe murder ki planning padh li to ghar aake utha lenge muje,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,65,13
tumhara program sirf nafrat phailata hai#banfatahkafatwa,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,56,6
@TarekFatah hate monger hy apni hate speech ki wajeh se arrest bhi ho chuka hy @Support #suspendtarekfatahacc @SushmaSwaraj #BanFatahKaFatwa,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,140,19
"I hate it when people do ""ARAY AAP LEIN NA"" ""ARAY NAE NAE AAP LEIN"" on dining table. Lao bhai mujhey bhook lag rahi hai pehley mujhey de dou",1,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,140,29
Nafrat phailane wala ye propaganda band hona chahiye.,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,53,8
"Ab itni bhi kya nafrat hai yaar, when is this trend going to stop convicted hogayi bas qissa khatm kro #closethechapter #SasikalaConvicted",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,138,22
Twitter par hum bhi 5-6 Saal se hai kyun suspend nahi huwe? Hatred aur fake videos or news post karoge to suspend to honge hi,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,125,25
"njab hindu terrorism ki khabar aaye to ankh awr kaan band kar lena, jayse 11 bharat mata k log pakistan mata ki",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,111,22
jin ka eman bik chuka ho un ko blasts se kya faraq parta hai in ko sb pata hota hai lekin phr b khamosh,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,103,24
6 saal ki bachi ka rape kar k naalay me phenk dete hain log us pr Emaan nahi jaagta but okay valentines day is... http://fb.me/8tVhW8Fmq ,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,137,25
tarik fateh .....agar aap sahi job karte to hindu muslim ke same same tweet hote...tweet hi se lagta hai ke aap nafrat phela rahe ho,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,132,25
innovation unake khoon kae katrae katrae mein hain .,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,52,9
hone do bhai suspend dono side se. Kachra khtm hoga. Bht hi jyada hate spread kr rkhi in chutiyon se logo k bech,0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,112,23
"Sahi Kaha Rohit Bemula,Akhlakh Dadri, Nirbhaya rape victim 10k inam, JNU support to afajal premi ye sabhi pap ki nadi par ki",0,hate_speech_tsv,0,hinglish,v1.0,2025-09-11,124,22
